game_id,team_id_home,team_id_away,pts_paint_home,pts_paint_away,pts_2nd_chance_home,pts_2nd_chance_away,pts_fb_home,pts_fb_away,lead_changes,times_tied,team_turnovers_home,team_turnovers_away,total_turnovers_home,total_turnovers_away,team_rebounds_home,team_rebounds_away,pts_off_to_home,pts_off_to_away
29600237,1610612737,1610612765,28,26,10,9,13,20,12,5,0.0,1.0,10.0,13.0,10.0,6.0,0.0,0.0
29600238,1610612745,1610612738,52,44,25,19,14,13,15,15,0.0,0.0,25.0,15.0,12.0,7.0,0.0,0.0
29600242,1610612754,1610612763,46,42,18,13,15,21,1,2,2.0,0.0,16.0,17.0,8.0,7.0,0.0,0.0
29600236,1610612748,1610612742,36,44,11,14,8,2,4,3,1.0,1.0,18.0,20.0,10.0,5.0,0.0,0.0
29600235,1610612739,1610612753,34,16,13,8,8,6,0,0,2.0,0.0,16.0,22.0,8.0,7.0,0.0,0.0
29600234,1610612752,1610612751,34,50,10,9,13,16,17,18,0.0,1.0,17.0,21.0,17.0,5.0,0.0,0.0
29600240,1610612747,1610612762,30,38,20,13,2,11,6,7,0.0,0.0,14.0,16.0,11.0,7.0,0.0,0.0
29600239,1610612755,1610612759,48,44,11,10,17,19,11,9,0.0,1.0,16.0,15.0,11.0,11.0,0.0,0.0
29600241,1610612756,1610612744,42,34,16,12,27,17,1,0,0.0,0.0,16.0,13.0,13.0,5.0,0.0,0.0
29600244,1610612746,1610612741,40,58,23,13,6,15,2,2,1.0,0.0,19.0,10.0,4.0,5.0,0.0,0.0
29600246,1610612743,1610612757,18,36,0,20,0,15,9,9,0.0,1.0,12.0,12.0,9.0,11.0,0.0,0.0
29600245,1610612742,1610612755,54,42,12,19,23,6,16,16,0.0,0.0,9.0,18.0,11.0,9.0,0.0,0.0
29600249,1610612748,1610612752,32,38,16,21,4,8,9,4,0.0,0.0,16.0,14.0,8.0,13.0,0.0,0.0
29600251,1610612759,1610612763,54,40,13,16,12,8,13,8,1.0,0.0,13.0,12.0,8.0,14.0,0.0,0.0
29600252,1610612762,1610612750,36,36,12,11,19,7,8,2,0.0,0.0,12.0,16.0,4.0,6.0,0.0,0.0
29600248,1610612738,1610612751,70,62,16,10,22,19,11,11,0.0,0.0,16.0,20.0,13.0,7.0,0.0,0.0
29600254,1610612744,1610612754,30,36,10,20,8,11,13,10,2.0,0.0,17.0,20.0,10.0,11.0,0.0,0.0
29600250,1610612765,1610612739,36,26,2,8,9,9,7,11,0.0,1.0,6.0,13.0,8.0,2.0,0.0,0.0
29600255,1610612756,1610612758,40,56,10,14,14,13,8,4,0.0,1.0,23.0,20.0,9.0,5.0,0.0,0.0
29600263,1610612745,1610612755,46,32,11,20,22,10,6,4,1.0,1.0,15.0,15.0,11.0,9.0,0.0,0.0
29600257,1610612746,1610612752,34,50,10,27,9,6,2,2,3.0,0.0,15.0,21.0,17.0,6.0,0.0,0.0
29600260,1610612737,1610612761,52,36,10,12,6,2,8,4,0.0,3.0,19.0,23.0,13.0,13.0,0.0,0.0
29600261,1610612741,1610612748,18,32,4,20,3,7,9,12,1.0,0.0,11.0,8.0,5.0,9.0,0.0,0.0
29600262,1610612742,1610612763,48,22,7,15,16,16,7,11,1.0,0.0,20.0,14.0,8.0,8.0,0.0,0.0
29600258,1610612751,1610612765,32,42,10,19,4,6,5,4,0.0,0.0,20.0,11.0,9.0,9.0,0.0,0.0
29600270,1610612747,1610612750,58,44,15,22,11,5,0,0,0.0,0.0,18.0,24.0,6.0,9.0,0.0,0.0
29600267,1610612746,1610612739,22,40,11,10,6,17,13,6,1.0,0.0,17.0,11.0,11.0,9.0,0.0,0.0
