person_id,display_first_last,position,season_exp,height,weight,from_year,to_year,height_inches
1577,Darnell Mee,Guard,2.0,6-5,175.0,1993.0,1994.0,77.0
201975,Jodie Meeks,Guard,11.0,6-4,210.0,2009.0,2018.0,76.0
77570,Cliff Meely,Forward,5.0,6-8,215.0,1971.0,1975.0,80.0
77572,Dick Mehen,Forward,3.0,6-5,195.0,1949.0,1951.0,77.0
77573,Don Meineke,Forward,5.0,6-7,208.0,1952.0,1957.0,79.0
77574,Carl Meinhold,Guard,2.0,6-2,185.0,1947.0,1948.0,74.0
1626257,Salah Mejri,Center,5.0,7-2,235.0,2015.0,2018.0,86.0
203539,Gal Mekel,Guard,2.0,6-3,191.0,2013.0,2014.0,75.0
77576,Bill Melchionni,Guard,2.0,6-1,165.0,1966.0,1967.0,73.0
1629740,Nicolo Melli,Forward,3.0,6-9,236.0,2019.0,2020.0,81.0
203097,Fab Melo,Center,2.0,7-0,255.0,2012.0,2012.0,84.0
1629001,De'Anthony Melton,Guard,5.0,6-2,200.0,2018.0,2023.0,74.0
77577,Ed Melvin,Forward,1.0,5-9,170.0,1946.0,1946.0,69.0
77579,Chuck Mencel,Guard,2.0,6-0,168.0,1955.0,1956.0,72.0
77580,John Mengelt,Guard,10.0,6-2,195.0,1971.0,1980.0,74.0
77581,Ken Menke,Guard,1.0,6-0,168.0,1949.0,1949.0,72.0
1500,Ron Mercer,Guard-Forward,9.0,6-7,215.0,1997.0,2004.0,79.0
77582,Joe Meriweather,Center,10.0,6-10,215.0,1975.0,1984.0,82.0
77583,Porter Meriwether,Guard,1.0,6-2,180.0,1962.0,1962.0,74.0
1630241,Sam Merrill,Guard,3.0,6-4,205.0,2020.0,2023.0,76.0
1629002,Chimezie Metu,Forward-Center,5.0,6-9,225.0,2018.0,2023.0,81.0
684,Loren Meyer,Center-Forward,3.0,6-10,260.0,1995.0,1998.0,82.0
77586,Dave Meyers,Forward,4.0,6-9,215.0,1975.0,1979.0,81.0
77587,Stan Miasek,Forward,6.0,6-5,210.0,1946.0,1952.0,77.0
77588,Larry Micheaux,Forward,2.0,6-9,220.0,1983.0,1984.0,81.0
203114,Khris Middleton,Forward,11.0,6-7,222.0,2012.0,2023.0,79.0
77589,Zigmund Mihalik,Guard,1.0,6-0,180.0,1946.0,1946.0,72.0
2036,Chris Mihm,Center,9.0,7-0,265.0,2000.0,2008.0,84.0
1628450,Eric Mika,Center-Forward,1.0,6-10,233.0,2019.0,2019.0,82.0
600012,George Mikan,Center,7.0,6-10,245.0,1948.0,1955.0,82.0
77591,Larry Mikan,Forward,1.0,6-7,210.0,1970.0,1970.0,79.0
77593,Vern Mikkelsen,Forward,10.0,6-7,230.0,1949.0,1958.0,79.0
77594,Al Miksis,Center,1.0,6-7,210.0,1949.0,1949.0,79.0
101223,Aaron Miles,Guard,2.0,6-1,190.0,2005.0,2005.0,73.0
101139,CJ Miles,Guard,16.0,6-6,220.0,2005.0,2021.0,78.0
77596,Eddie Miles,Guard,9.0,6-4,195.0,1963.0,1971.0,76.0
1527,Marko Milic,Guard,1.0,6-6,235.0,1997.0,1998.0,78.0
77598,Nat Militzok,Forward,1.0,6-3,195.0,1946.0,1946.0,75.0
1889,Andre Miller,Guard,18.0,6-3,200.0,1999.0,2015.0,75.0
292,Anthony Miller,Forward,8.0,6-9,255.0,1994.0,2004.0,81.0
77603,Bob Miller,Forward,1.0,6-10,230.0,1983.0,1983.0,82.0
1802,Brad Miller,Center-Forward,15.0,7-0,261.0,1998.0,2011.0,84.0
203121,Darius Miller,Forward,6.0,6-6,225.0,2012.0,2020.0,78.0
77602,Dick Miller,Forward,1.0,6-6,215.0,1980.0,1980.0,78.0
77599,Eddie Miller,Forward,2.0,6-8,225.0,1952.0,1953.0,80.0
77600,Harry Miller,Center,1.0,6-4,230.0,1946.0,1946.0,76.0
1626259,Malcolm Miller,Guard-Forward,4.0,6-7,210.0,2017.0,2019.0,79.0
2034,Mike Miller,Guard-Forward,18.0,6-8,218.0,2000.0,2016.0,80.0
203113,Quincy Miller,Forward,4.0,6-9,210.0,2012.0,2014.0,81.0
397,Reggie Miller,Guard,19.0,6-7,195.0,1987.0,2004.0,79.0
77604,Walt Miller,Forward,1.0,6-2,190.0,1946.0,1946.0,74.0
168,Chris Mills,Forward,11.0,6-7,220.0,1993.0,2002.0,79.0
201988,Patty Mills,Guard,14.0,6-0,180.0,2009.0,2023.0,72.0
371,Terry Mills,Forward,11.0,,211.20112517580873,1990.0,2000.0,78.0584598088814
202407,Elijah Millsap,Guard-Forward,4.0,6-7,215.0,2014.0,2016.0,79.0
1629003,Shake Milton,Guard-Forward,5.0,6-5,205.0,2018.0,2023.0,77.0
114,Harold Miner,Guard,4.0,6-5,210.0,1992.0,1995.0,77.0
77609,Dirk Minniefield,Guard,3.0,6-3,180.0,1985.0,1987.0,75.0
65,Greg Minor,Guard,5.0,6-6,210.0,1994.0,1998.0,78.0
77612,Mark Minor,Forward,1.0,6-6,215.0,1972.0,1972.0,78.0
202703,Nikola Mirotic,Forward,6.0,6-10,250.0,2014.0,2018.0,82.0
77613,Wat Misaka,Guard,1.0,5-7,150.0,1947.0,1947.0,67.0
1630558,Davion Mitchell,Guard,2.0,6-0,202.0,2021.0,2023.0,72.0
1628378,Donovan Mitchell,Guard,6.0,6-1,215.0,2017.0,2023.0,73.0
77615,Mike Mitchell,Forward,10.0,6-7,215.0,1978.0,1987.0,79.0
77616,Murray Mitchell,Center,1.0,6-6,211.20112517580873,1949.0,1949.0,78.0
417,Sam Mitchell,Forward,13.0,6-7,215.0,1989.0,2001.0,79.0
77614,Todd Mitchell,Forward,1.0,6-7,205.0,1988.0,1988.0,79.0
203502,Tony Mitchell,Unknown,3.0,,211.20112517580873,2013.0,2016.0,78.0584598088814
1628513,Naz Mitrou-Long,Guard,4.0,6-3,218.0,2017.0,2019.0,75.0
77618,Steve Mix,Forward,13.0,6-7,215.0,1969.0,1982.0,79.0
1749,Cuttino Mobley,Guard,12.0,6-4,215.0,1998.0,2008.0,76.0
211,Eric Mobley,Center,3.0,6-11,235.0,1994.0,1996.0,83.0
1630596,Evan Mobley,Center,2.0,6-11,215.0,2021.0,2023.0,83.0
1630600,Isaiah Mobley,Forward,1.0,6-8,238.0,2022.0,2023.0,80.0
77621,Larry Moffett,Forward,1.0,6-8,210.0,1977.0,1977.0,80.0
1737,Nazr Mohammed,Center,19.0,6-10,250.0,1998.0,2015.0,82.0
2040,Jerome Moiso,Forward,5.0,6-10,260.0,2000.0,2004.0,82.0
77623,Paul Mokeski,Center,12.0,7-0,250.0,1979.0,1990.0,84.0
1629690,Adam Mokoka,Guard,3.0,6-4,190.0,2019.0,2020.0,76.0
77625,Wayne Molis,Forward,1.0,6-8,230.0,1966.0,1966.0,80.0
77627,Eric Money,Guard,6.0,6-0,170.0,1974.0,1979.0,72.0
1628370,Malik Monk,Guard,6.0,6-3,200.0,2017.0,2023.0,75.0
600006,Earl Monroe,Guard,13.0,6-3,185.0,1967.0,1979.0,75.0
77628,Rodney Monroe,Guard,1.0,6-3,185.0,1991.0,1991.0,75.0
1626242,Luis Montero,Guard,2.0,6-7,200.0,2015.0,2017.0,79.0
77630,Howie Montgomery,Forward,1.0,6-4,220.0,1962.0,1962.0,76.0
376,Eric Montross,Center,9.0,7-0,270.0,1994.0,2002.0,84.0
1630541,Moses Moody,Guard,2.0,6-5,211.0,2021.0,2023.0,77.0
1629875,Xavier Moon,Guard,2.0,6-0,165.0,2021.0,2023.0,72.0
77631,Jim Mooney,Forward,1.0,6-5,215.0,1952.0,1952.0,77.0
1629760,Matt Mooney,Guard,2.0,6-2,199.0,2019.0,2021.0,74.0
77632,Andre Moore,Forward,1.0,6-9,215.0,1987.0,1987.0,81.0
202734,E'Twaun Moore,Guard,11.0,6-3,191.0,2011.0,2020.0,75.0
77634,Jackie Moore,Forward,3.0,6-5,180.0,1954.0,1956.0,77.0
77633,Johnny Moore,Guard,9.0,6-1,175.0,1980.0,1989.0,73.0
1630,Mikki Moore,Forward-Center,14.0,7-0,225.0,1998.0,2011.0,84.0
77636,Otto Moore,Center,9.0,6-11,205.0,1968.0,1976.0,83.0
77637,Ron Moore,Center,1.0,7-0,260.0,1987.0,1987.0,84.0
929,Tracy Moore,Guard,5.0,6-4,200.0,1991.0,1996.0,76.0
1631111,Wendell Moore Jr.,Guard,1.0,6-5,215.0,2022.0,2023.0,77.0
203961,Eric Moreland,Forward-Center,5.0,6-10,238.0,2014.0,2018.0,82.0
77639,Jackie Moreland,Forward,5.0,6-7,215.0,1960.0,1964.0,79.0
77640,Guy Morgan,Guard,1.0,6-8,205.0,1982.0,1982.0,80.0
1629752,Juwan Morgan,Forward,4.0,6-7,232.0,2019.0,2021.0,79.0
77641,Rex Morgan,Guard,2.0,6-5,190.0,1970.0,1971.0,77.0
77642,Elmo Morgenthaler,Center,2.0,6-9,230.0,1946.0,1948.0,81.0
356,Chris Morris,Forward,11.0,6-8,228.0,1988.0,1998.0,80.0
77647,Isaiah Morris,Forward,1.0,6-8,229.0,1992.0,1992.0,80.0
1628537,Jaylen Morris,Guard,3.0,6-5,185.0,2017.0,2021.0,77.0
202693,Markieff Morris,Forward,12.0,6-9,245.0,2011.0,2023.0,81.0
77646,Max Morris,Forward,1.0,6-2,195.0,1949.0,1949.0,74.0
1628420,Monte Morris,Guard,6.0,6-2,183.0,2017.0,2023.0,74.0
201043,Randolph Morris,Center,5.0,6-11,275.0,2006.0,2009.0,83.0
202694,Marcus Morris Sr.,Forward,12.0,6-8,218.0,2011.0,2023.0,80.0
200747,Adam Morrison,Forward,4.0,6-8,205.0,2006.0,2009.0,80.0
77649,Mike Morrison,Guard,1.0,6-4,195.0,1989.0,1989.0,76.0
201627,Anthony Morrow,Guard,10.0,6-5,210.0,2008.0,2016.0,77.0
132,Dwayne Morton,Guard,1.0,6-7,195.0,1994.0,1994.0,79.0
1972,John Morton,Forward,3.0,6-3,180.0,1989.0,1991.0,75.0
77653,Glenn Mosley,Forward,2.0,6-8,195.0,1977.0,1978.0,80.0
77654,Perry Moss,Guard,2.0,6-2,185.0,1985.0,1986.0,74.0
734,Lawrence Moten,Guard,3.0,6-5,185.0,1995.0,1997.0,77.0
202700,Donatas Motiejunas,Forward-Center,7.0,7-0,220.0,2012.0,2018.0,84.0
2069,Hanno Mottola,Center-Forward,2.0,6-11,247.0,2000.0,2001.0,83.0
203102,Arnett Moultrie,Forward,2.0,6-10,240.0,2012.0,2013.0,82.0
297,Alonzo Mourning,Center,16.0,6-10,261.0,1992.0,2007.0,82.0
1626144,Emmanuel Mudiay,Guard,7.0,6-3,200.0,2015.0,2021.0,75.0
77658,Erwin Mueller,Forward,7.0,6-8,230.0,1966.0,1972.0,80.0
1628539,Mychal Mulder,Guard,4.0,6-3,195.0,2019.0,2021.0,75.0
77660,Bob Mullens,Guard,1.0,6-1,175.0,1946.0,1946.0,73.0
201957,Byron Mullens,Center,5.0,7-0,275.0,2009.0,2013.0,84.0
904,Chris Mullin,Forward,16.0,,211.20112517580873,1985.0,2000.0,78.0584598088814
942,Todd Mundt,Center,1.0,7-0,255.0,1995.0,1995.0,84.0
77664,Chris Munk,Forward,1.0,6-9,225.0,1990.0,1990.0,81.0
77665,George Munroe,Guard,2.0,5-11,170.0,1946.0,1947.0,71.0
785,Eric Murdock,Guard,9.0,6-1,190.0,1991.0,1999.0,73.0
49,Gheorghe Muresan,Center,7.0,7-7,303.0,1993.0,1999.0,91.0
77668,Allen Murphy,Guard,1.0,6-4,190.0,1976.0,1976.0,76.0
77669,Calvin Murphy,Guard,13.0,5-9,165.0,1970.0,1982.0,69.0
77672,Dick Murphy,Guard,1.0,6-1,175.0,1946.0,1946.0,73.0
203513,Erik Murphy,Forward,1.0,6-10,230.0,2013.0,2013.0,82.0
77670,Jay Murphy,Forward,4.0,6-9,220.0,1984.0,1987.0,81.0
77671,John Murphy,Forward,1.0,6-2,175.0,1946.0,1946.0,74.0
77673,Ronnie Murphy,Forward,1.0,6-5,225.0,1987.0,1987.0,77.0
77674,Tod Murphy,Center,5.0,6-9,220.0,1987.0,1993.0,81.0
1630530,Trey Murphy III,Forward,2.0,6-8,206.0,2021.0,2023.0,80.0
1627749,Dejounte Murray,Guard,6.0,6-5,180.0,2016.0,2023.0,77.0
2436,Flip Murray,Guard,9.0,6-3,200.0,2002.0,2009.0,75.0
1631099,Keegan Murray,Forward,1.0,6-8,225.0,2022.0,2023.0,80.0
77675,Ken Murray,Guard,3.0,6-2,190.0,1950.0,1954.0,74.0
441,Lamond Murray,Forward,11.0,6-7,235.0,1994.0,2005.0,79.0
145,Tracy Murray,Forward,13.0,6-7,230.0,1992.0,2003.0,79.0
77676,Dorie Murrey,Forward,6.0,6-8,215.0,1966.0,1971.0,80.0
203488,Mike Muscala,Forward-Center,10.0,6-11,240.0,2013.0,2023.0,83.0
77677,Angelo Musi,Guard,3.0,5-9,145.0,1946.0,1948.0,69.0
87,Dikembe Mutombo,Center,19.0,7-2,260.0,1991.0,2008.0,86.0
982,Martin Muursepp,Forward,2.0,6-9,235.0,1996.0,1997.0,81.0
1629004,Svi Mykhailiuk,Guard-Forward,5.0,6-7,205.0,2018.0,2023.0,79.0
1626122,Makhtar N'diaye,Forward,1.0,6-8,245.0,1998.0,1998.0,80.0
2055,Mamadou N'diaye,Center,6.0,7-0,255.0,2000.0,2004.0,84.0
77681,Bob Naber,Forward,1.0,6-3,185.0,1952.0,1952.0,75.0
77682,Boris Nachamkin,Forward,1.0,6-6,210.0,1954.0,1954.0,78.0
2411,Bostjan Nachbar,Forward,7.0,6-9,221.0,2002.0,2007.0,81.0
77683,Jerry Nagel,Guard,1.0,6-0,190.0,1949.0,1949.0,72.0
77684,Fred Nagy,Guard,1.0,6-1,185.0,1948.0,1948.0,73.0
1924,Lee Nailon,Forward,6.0,6-9,241.0,2000.0,2005.0,81.0
77685,Larry Nance,Forward,13.0,6-10,205.0,1981.0,1993.0,82.0
1626204,Larry Nance Jr.,Forward-Center,8.0,6-8,245.0,2015.0,2023.0,80.0
203894,Shabazz Napier,Guard,7.0,6-0,175.0,2014.0,2019.0,72.0
77686,Paul Napolitano,Guard,1.0,6-2,185.0,1948.0,1948.0,74.0
77687,Charles Nash,Forward,1.0,6-5,215.0,1964.0,1964.0,77.0
959,Steve Nash,Guard,19.0,6-3,178.0,1996.0,2013.0,75.0
77689,Swen Nater,Center,8.0,6-11,240.0,1976.0,1983.0,83.0
77690,Howard Nathan,Guard,1.0,5-11,175.0,1995.0,1995.0,71.0
77692,Kenny Natt,Guard,3.0,6-3,185.0,1980.0,1984.0,75.0
2434,Juan Carlos Navarro,Unknown,1.0,,211.20112517580873,2007.0,2016.0,78.0584598088814
202380,Hamady Ndiaye,Center,3.0,7-0,235.0,2010.0,2013.0,84.0
101238,Boniface Ndong,Center,1.0,7-0,205.0,2005.0,2005.0,84.0
77694,Craig Neal,Guard,2.0,6-5,165.0,1988.0,1990.0,77.0
202390,Gary Neal,Guard,7.0,6-4,210.0,2010.0,2016.0,76.0
77695,Jim Neal,Center,2.0,6-11,235.0,1953.0,1954.0,83.0
77696,Lloyd Neal,Forward,7.0,6-7,225.0,1972.0,1978.0,79.0
77697,Ed Nealy,Forward,10.0,6-7,238.0,1982.0,1992.0,79.0
77698,Al Negratti,Forward,1.0,6-3,200.0,1946.0,1946.0,75.0
77699,Barry Nelson,Center,1.0,6-10,230.0,1971.0,1971.0,82.0
77700,Don Nelson,Forward,14.0,6-6,210.0,1962.0,1975.0,78.0
2749,Jameer Nelson,Guard,15.0,6-0,190.0,2004.0,2017.0,72.0
1629614,Andrew Nembhard,Guard-Forward,1.0,6-3,191.0,2022.0,2023.0,75.0
1129,Ruben Nembhard,Guard,1.0,6-3,208.0,1996.0,1996.0,75.0
1630612,RJ Nembhard,Guard,2.0,6-4,200.0,2021.0,2021.0,76.0
1838,Tyrone Nesby,Forward-Guard,4.0,6-6,245.0,1998.0,2001.0,78.0
1630174,Aaron Nesmith,Guard-Forward,3.0,6-5,215.0,2020.0,2023.0,77.0
77704,Martin Nessley,Forward,1.0,7-2,260.0,1987.0,1987.0,86.0
203526,Raul Neto,Guard,8.0,6-2,180.0,2015.0,2023.0,74.0
77705,Johnny Neumann,Guard,2.0,6-6,200.0,1976.0,1977.0,78.0
1116,Melvin Newbern,Guard,1.0,6-4,200.0,1992.0,1992.0,76.0
1096,Ivano Newbill,Center,3.0,6-10,245.0,1994.0,1997.0,82.0
1956,Ira Newble,Guard-Forward,9.0,6-7,220.0,2000.0,2007.0,79.0
77710,Mike Newlin,Guard,11.0,6-4,200.0,1971.0,1981.0,76.0
1629005,Malik Newman,Guard,2.0,6-3,190.0,2019.0,2021.0,75.0
77712,Dave Newmark,Center,2.0,7-0,240.0,1968.0,1969.0,84.0
201193,Demetris Nichols,Forward,3.0,6-8,216.0,2007.0,2008.0,80.0
203094,Andrew Nicholson,Forward,6.0,6-9,250.0,2012.0,2016.0,81.0
1093,Gaylon Nickerson,Guard,1.0,6-3,190.0,1996.0,1996.0,75.0
77715,Carl Nicks,Guard,3.0,6-1,175.0,1980.0,1982.0,73.0
77716,Rich Niemann,Center,2.0,7-0,245.0,1968.0,1969.0,84.0
77718,Mike Niles,Forward,1.0,6-6,225.0,1980.0,1980.0,78.0
77719,Kurt Nimphius,Center,8.0,6-10,218.0,1981.0,1989.0,82.0
1630227,Daishen Nix,Guard,3.0,6-4,226.0,2021.0,2022.0,76.0
77720,Dyron Nix,Guard,1.0,6-7,210.0,1989.0,1989.0,79.0
77721,Norm Nixon,Guard,10.0,6-2,170.0,1977.0,1988.0,74.0
1630192,Zeke Nnaji,Forward-Center,3.0,6-9,240.0,2020.0,2023.0,81.0
77722,Chuck Noble,Guard,7.0,6-4,190.0,1955.0,1961.0,76.0
2804,Andres Nocioni,Unknown,8.0,,211.20112517580873,2004.0,2016.0,78.0584598088814
203457,Nerlens Noel,Center-Forward,9.0,6-10,220.0,2013.0,2022.0,82.0
77723,Paul Noel,Forward,5.0,6-4,185.0,1947.0,1951.0,76.0
203512,Lucas Nogueira,Center,5.0,7-0,220.0,2014.0,2017.0,84.0
77724,Jim Nolan,Center,1.0,6-8,210.0,1949.0,1949.0,80.0
77727,Robert Nordmann,Center,4.0,6-10,225.0,1961.0,1964.0,82.0
77728,Johnny Norlander,Forward,5.0,6-3,180.0,1946.0,1950.0,75.0
77729,Connie Norman,Guard,3.0,6-3,175.0,1974.0,1978.0,75.0
80,Ken Norman,Forward,10.0,6-8,215.0,1987.0,1996.0,80.0
983,Moochie Norris,Guard,9.0,6-1,185.0,1996.0,2005.0,73.0
77732,Sylvester Norris,Center,1.0,6-11,220.0,1979.0,1979.0,83.0
1629668,Zach Norvell Jr.,Guard-Forward,2.0,6-5,205.0,2019.0,2019.0,77.0
77733,Willie Norwood,Forward,7.0,6-7,220.0,1971.0,1977.0,79.0
77735,Stan Noszka,Guard,3.0,6-1,185.0,1946.0,1948.0,73.0
77736,Mike Novak,Center,3.0,6-9,219.0,1948.0,1953.0,81.0
200779,Steve Novak,Forward,11.0,6-10,225.0,2006.0,2016.0,82.0
77737,Mel Nowell,Guard,1.0,6-2,170.0,1962.0,1962.0,74.0
1717,Dirk Nowitzki,Forward,22.0,7-0,245.0,1998.0,2018.0,84.0
1628373,Frank Ntilikina,Guard,6.0,6-4,200.0,2017.0,2023.0,76.0
1629134,Kendrick Nunn,Guard,3.0,6-3,190.0,2018.0,2023.0,75.0
203994,Jusuf Nurkic,Center,9.0,7-0,290.0,2014.0,2023.0,84.0
77738,Dennis Nutt,Guard,1.0,6-2,170.0,1986.0,1986.0,74.0
1628021,David Nwaba,Guard-Forward,7.0,6-5,219.0,2016.0,2021.0,77.0
1629670,Jordan Nwora,Forward,3.0,6-9,225.0,2020.0,2023.0,81.0
1525,Charles O'Bannon,Guard,1.0,6-5,209.0,1997.0,1998.0,77.0
709,Ed O'Bannon,Forward,1.0,6-8,222.0,1995.0,1996.0,80.0
77742,John O'Boyle,Guard,1.0,6-2,185.0,1952.0,1952.0,74.0
77744,Bob O'Brien,Forward,2.0,6-4,190.0,1947.0,1948.0,76.0
1626266,JJ O'Brien,Forward,2.0,6-7,220.0,2015.0,2015.0,79.0
200753,Patrick O'Bryant,Center,5.0,7-0,250.0,2006.0,2009.0,84.0
203948,Johnny O'Bryant III,Forward,5.0,6-9,257.0,2014.0,2017.0,81.0
77745,Dermie O'Connell,Guard,2.0,6-0,174.0,1948.0,1949.0,72.0
77750,Francis O'Grady,Guard,3.0,5-11,160.0,1946.0,1948.0,71.0
77752,Dick O'Keefe,Guard,4.0,6-2,185.0,1947.0,1950.0,74.0
77753,Tommy O'Keefe,Guard,1.0,6-2,185.0,1950.0,1950.0,74.0
77754,Mike O'Koren,Forward,8.0,6-7,207.0,1980.0,1987.0,79.0
979,Jermaine O'Neal,Center-Forward,18.0,6-11,255.0,1996.0,2013.0,83.0
406,Shaquille O'Neal,Center,19.0,7-1,325.0,1992.0,2010.0,85.0
1626220,Royce O'Neale,Forward,6.0,6-6,226.0,2017.0,2023.0,78.0
77767,Mike O'Neill,Forward,1.0,6-3,210.0,1952.0,1952.0,75.0
77773,Kevin O'Shea,Guard,3.0,6-2,175.0,1950.0,1952.0,74.0
77774,Garland O'Shields,Guard,1.0,6-1,195.0,1946.0,1946.0,73.0
77776,Dan O'Sullivan,Unknown,4.0,6-10,250.0,1990.0,1995.0,82.0
891,Charles Oakley,Forward,19.0,6-9,245.0,1985.0,2003.0,81.0
1627849,Daniel Ochefu,Forward,2.0,6-11,245.0,2016.0,2016.0,83.0
201141,Greg Oden,Center,4.0,7-0,273.0,2007.0,2013.0,84.0
1885,Lamar Odom,Forward,15.0,6-10,230.0,1999.0,2013.0,82.0
77747,Carlos Ogden,Forward,2.0,6-6,215.0,1969.0,1970.0,78.0
77748,Ralph Ogden,Forward,1.0,6-5,205.0,1970.0,1970.0,77.0
77751,Don Ohl,Guard,10.0,6-3,190.0,1960.0,1969.0,75.0
203317,Tim Ohlbrecht,Center-Forward,2.0,6-11,255.0,2012.0,2012.0,83.0
1628400,Semi Ojeleye,Forward,5.0,6-6,240.0,2017.0,2021.0,78.0
1626143,Jahlil Okafor,Center-Forward,7.0,6-10,270.0,2015.0,2020.0,82.0
1629643,Chuma Okeke,Forward,3.0,6-8,229.0,2020.0,2023.0,80.0
1629059,Elie Okobo,Forward-Guard,3.0,6-3,190.0,2018.0,2019.0,75.0
1629006,Josh Okogie,Guard,5.0,6-4,213.0,2018.0,2023.0,76.0
1630171,Isaac Okoro,Forward-Guard,3.0,6-5,225.0,2020.0,2023.0,77.0
1629644,KZ Okpala,Forward-Guard,4.0,6-8,215.0,2019.0,2022.0,80.0
2246,Mehmet Okur,Center,10.0,6-11,260.0,2002.0,2011.0,83.0
77756,Mark Olberding,Forward,11.0,6-8,225.0,1976.0,1986.0,80.0
77757,Jawann Oldham,Center,10.0,7-0,215.0,1980.0,1990.0,84.0
77758,Johnny Oldham,Guard,2.0,6-3,175.0,1949.0,1950.0,75.0
77759,Frank Oleynick,Guard,2.0,6-2,185.0,1975.0,1976.0,74.0
1680,Brian Oliver,Guard,4.0,6-4,210.0,1990.0,1997.0,76.0
1628419,Cameron Oliver,Forward,2.0,6-8,239.0,2020.0,2021.0,80.0
2352,Dean Oliver,Guard,2.0,5-11,175.0,2001.0,2002.0,71.0
1429,Jimmy Oliver,Guard,5.0,6-5,205.0,1991.0,1998.0,77.0
77764,Gene Ollrich,Guard,1.0,5-11,160.0,1949.0,1949.0,71.0
1709,Michael Olowokandi,Center,10.0,7-0,270.0,1998.0,2006.0,84.0
77765,Enoch Olsen,Forward,7.0,6-8,220.0,1962.0,1968.0,80.0
203482,Kelly Olynyk,Forward-Center,10.0,6-11,240.0,2013.0,2023.0,83.0
1629671,Miye Oni,Guard-Forward,3.0,6-5,206.0,2019.0,2021.0,77.0
202620,Arinze Onuaku,Forward-Center,3.0,6-9,255.0,2013.0,2016.0,81.0
1627778,Chinanu Onuaku,Center,3.0,6-10,245.0,2016.0,2017.0,82.0
77768,Barry Orms,Guard,1.0,6-3,190.0,1968.0,1968.0,75.0
77769,Johnny Orr,Forward,1.0,6-3,195.0,1949.0,1949.0,75.0
77770,Louis Orr,Forward,8.0,6-8,175.0,1980.0,1987.0,80.0
77771,Jose Ortiz,Forward,2.0,6-10,225.0,1988.0,1989.0,82.0
202350,Daniel Orton,Center,3.0,6-10,275.0,2010.0,2013.0,82.0
77772,Chuck Osborne,Forward,1.0,6-6,210.0,1961.0,1961.0,78.0
1626224,Cedi Osman,Forward,6.0,6-7,230.0,2017.0,2023.0,79.0
77775,Wally Osterkorn,Forward,4.0,6-5,215.0,1951.0,1954.0,77.0
731,Greg Ostertag,Center,11.0,7-2,280.0,1995.0,2005.0,86.0
77777,Matt Othick,Guard,1.0,6-2,165.0,1992.0,1992.0,74.0
77778,Don Otten,Center,4.0,6-10,240.0,1949.0,1952.0,82.0
1630187,Daniel Oturu,Center,2.0,6-8,240.0,2020.0,2021.0,80.0
1626162,Kelly Oubre Jr.,Forward-Guard,8.0,6-6,203.0,2015.0,2023.0,78.0
448,Bo Outlaw,Forward,15.0,6-8,220.0,1993.0,2007.0,80.0
2566,Travis Outlaw,Forward,11.0,6-9,207.0,2003.0,2013.0,81.0
77780,Claude Overton,Guard,1.0,6-2,195.0,1952.0,1952.0,74.0
77,Doug Overton,Guard,12.0,6-3,190.0,1992.0,2003.0,75.0
101261,Andre Owens,Guard,3.0,6-4,200.0,2005.0,2007.0,76.0
182,Billy Owens,Forward-Guard,11.0,6-9,225.0,1991.0,2002.0,81.0
2442,Chris Owens,Forward,2.0,6-7,245.0,2002.0,2002.0,79.0
77782,Eddie Owens,Forward,1.0,6-7,210.0,1977.0,1977.0,79.0
77783,James Owens,Guard,2.0,6-3,185.0,1949.0,1951.0,75.0
77784,Jim Owens,Forward,2.0,6-5,200.0,1973.0,1974.0,77.0
77785,Keith Owens,Forward,1.0,6-7,225.0,1991.0,1991.0,79.0
202082,Larry Owens,Forward-Guard,2.0,6-7,210.0,2010.0,2011.0,79.0
1629745,Tariq Owens,Forward,2.0,6-10,205.0,2019.0,2019.0,82.0
77786,Tom Owens,Center,7.0,6-10,215.0,1976.0,1982.0,82.0
1077,Ray Owes,Forward,1.0,6-9,224.0,1996.0,1996.0,81.0
2071,Olumide Oyedeji,Unknown,4.0,,211.20112517580873,2000.0,2007.0,78.0584598088814
77788,Joe Pace,Center,2.0,6-10,220.0,1976.0,1977.0,82.0
2585,Zaza Pachulia,Center,17.0,6-11,270.0,2003.0,2018.0,83.0
123,Robert Pack,Guard,13.0,6-2,190.0,1991.0,2003.0,74.0
77789,Gerald Paddio,Forward,3.0,6-7,205.0,1990.0,1993.0,79.0
1909,Scott Padgett,Forward,8.0,6-9,240.0,1999.0,2006.0,81.0
1629873,Jaysean Paige,Guard,1.0,6-2,200.0,2021.0,2021.0,74.0
1627779,Marcus Paige,Guard,2.0,6-0,164.0,2017.0,2017.0,72.0
77790,Fred Paine,Forward,1.0,6-5,210.0,1948.0,1948.0,77.0
1960,Milt Palacio,Guard,7.0,6-4,210.0,1999.0,2005.0,76.0
77791,Togo Palazzi,Forward,6.0,6-4,205.0,1954.0,1959.0,76.0
77792,Jim Palmer,Forward,3.0,6-8,224.0,1958.0,1960.0,80.0
77793,John Palmer,Forward,3.0,6-4,180.0,1946.0,1948.0,76.0
1629309,Trayvon Palmer,Guard,1.0,6-6,200.0,2021.0,2021.0,78.0
77794,Walter Palmer,Center,2.0,7-1,215.0,1990.0,1992.0,85.0
1630698,Kevin Pangos,Guard,1.0,6-1,179.0,2021.0,2021.0,73.0
1950,Andy Panko,Forward,1.0,6-9,245.0,2000.0,2000.0,81.0
